Station,Date,Time,Wind Spd (mph),Temp (°F),RH (%),Solar Rad (W/m2),Pressure (mb)
Stanford Met Tower,9/24/25,2015,2.4,73.6,59,0,905.1
Stanford Met Tower,9/24/25,2000,2.8,73.8,58,0,904.9
Stanford Met Tower,9/24/25,1945,2.3,73.5,59,0,905.2
Stanford Met Tower,9/24/25,1930,2.9,73.4,59,0,905.6
Stanford Met Tower,9/24/25,1915,2.6,74.1,58,1,905.9
Stanford Met Tower,9/24/25,1900,1.9,75.7,52,7,906.5
Stanford Met Tower,9/24/25,1845,3,76.3,51,25,907.2
Stanford Met Tower,9/24/25,1830,3.3,76.5,51,35,907.7
Stanford Met Tower,9/24/25,1815,3.3,77.8,49,82,908.4
Stanford Met Tower,9/24/25,1800,4.4,77.6,47,184,909.3
Stanford Met Tower,9/24/25,1745,5,77.5,48,107,910
Stanford Met Tower,9/24/25,1730,5.1,78.1,49,234,910.4
Stanford Met Tower,9/24/25,1715,4.9,78.8,49,369,911.1
Stanford Met Tower,9/24/25,1700,6,78.3,52,387,911.9
Stanford Met Tower,9/24/25,1645,5.9,79.2,56,419,912.3
Stanford Met Tower,9/24/25,1630,5.7,80.4,54,514,912.6
Stanford Met Tower,9/24/25,1615,6,80.6,53,530,912.4
Stanford Met Tower,9/24/25,1600,3.8,81.3,51,505,912.2
Stanford Met Tower,9/24/25,1545,4,80.3,52,462,911.6
Stanford Met Tower,9/24/25,1530,4.2,80.1,53,446,911.3
Stanford Met Tower,9/24/25,1515,3.8,79.4,53,578,911.5
Stanford Met Tower,9/24/25,1500,2.9,78.6,53,440,911.6
Stanford Met Tower,9/24/25,1445,3.2,79.5,52,590,911.7
Stanford Met Tower,9/24/25,1430,2.2,79,57,734,910.8
Stanford Met Tower,9/24/25,1415,2,77.8,55,658,909.5
Stanford Met Tower,9/24/25,1400,3.7,75.5,59,251,909.1
Stanford Met Tower,9/24/25,1345,3.6,75.6,57,526,909.2
Stanford Met Tower,9/24/25,1330,2,75.4,63,472,907.4
Stanford Met Tower,9/24/25,1315,4.4,74.3,63,356,907
Stanford Met Tower,9/24/25,1300,6.2,73.6,71,405,905.6
Stanford Met Tower,9/24/25,1245,4.8,71.7,74,114,904.6
Stanford Met Tower,9/24/25,1230,4.2,71.7,78,208,903.9
Stanford Met Tower,9/24/25,1215,5.5,69.8,80,242,903.3
Stanford Met Tower,9/24/25,1200,5.1,69.7,84,94,903.8
Stanford Met Tower,9/24/25,1145,2.9,70.3,79,60,905.2
Stanford Met Tower,9/24/25,1130,2.6,69.9,80,82,905.7
Stanford Met Tower,9/24/25,1115,3,70.2,79,93,905.8
Stanford Met Tower,9/24/25,1100,3.4,70,78,76,905.8
Stanford Met Tower,9/24/25,1045,3.6,69.9,77,94,905.4
Stanford Met Tower,9/24/25,1030,2.8,69.7,78,86,904.7
Stanford Met Tower,9/24/25,1015,3,69.2,78,66,904
Stanford Met Tower,9/24/25,1000,5.3,69.6,77,54,904.6
Stanford Met Tower,9/24/25,0945,3.1,69.7,75,63,904.2
Stanford Met Tower,9/24/25,0930,1.9,69.4,75,66,904.2
Stanford Met Tower,9/24/25,0915,3.7,69,76,52,903.6
Stanford Met Tower,9/24/25,0900,3.4,68.3,79,71,903.2
Stanford Met Tower,9/24/25,0845,5.7,67.7,80,62,902.5
Stanford Met Tower,9/24/25,0830,4.7,67.4,83,56,902.3
Stanford Met Tower,9/24/25,0815,2.4,67.5,84,54,903.1
Stanford Met Tower,9/24/25,0800,2.2,67,84,38,903.2
Stanford Met Tower,9/24/25,0745,1.2,66.4,84,19,902.1
Stanford Met Tower,9/24/25,0730,1.3,66.8,85,7,902.3
Stanford Met Tower,9/24/25,0715,2.2,66.6,84,2,901.8
Stanford Met Tower,9/24/25,0700,1,66.6,83,0,902.3
Stanford Met Tower,9/24/25,0645,3,67.3,82,0,902.5
Stanford Met Tower,9/24/25,0630,2.1,66.8,82,0,902
Stanford Met Tower,9/24/25,0615,1.2,66.9,82,0,901.9
Stanford Met Tower,9/24/25,0600,4.3,67.2,81,0,902.4
Stanford Met Tower,9/24/25,0545,5,67.4,81,0,902.2
Stanford Met Tower,9/24/25,0530,3.2,67,79,0,901.6
Stanford Met Tower,9/24/25,0515,2.7,67.4,78,0,902
Stanford Met Tower,9/24/25,0500,2.9,67.4,77,0,902
Stanford Met Tower,9/24/25,0445,2.5,67.4,77,0,902.6
Stanford Met Tower,9/24/25,0430,2.6,67.6,77,0,902.3
Stanford Met Tower,9/24/25,0415,3.5,68.2,75,0,902.3
Stanford Met Tower,9/24/25,0400,3.9,68.2,75,0,902.6
Stanford Met Tower,9/24/25,0345,3.8,68.5,73,0,902.2
Stanford Met Tower,9/24/25,0330,3.6,68.6,71,0,903.2
Stanford Met Tower,9/24/25,0315,3.6,68.6,72,0,902.2
Stanford Met Tower,9/24/25,0300,3.4,68.6,71,0,902.6
Stanford Met Tower,9/24/25,0245,4.7,68.8,70,0,902.1
Stanford Met Tower,9/24/25,0230,6.2,69.5,71,0,901.9
Stanford Met Tower,9/24/25,0215,4.9,69.9,70,0,902.3
Stanford Met Tower,9/24/25,0200,4,69.7,69,0,901.7
Stanford Met Tower,9/24/25,0145,4.9,70.3,65,0,901.2
Stanford Met Tower,9/24/25,0130,5.4,71.4,63,0,901.7
Stanford Met Tower,9/24/25,0115,5.3,71.5,63,0,901.6
Stanford Met Tower,9/24/25,0100,6,71,68,0,901
Stanford Met Tower,9/24/25,0045,4.3,66.9,68,0,901.1
Stanford Met Tower,9/24/25,0030,0.2,66.9,69,0,900.7
Stanford Met Tower,9/24/25,0015,1.2,67.2,67,0,901.1
Stanford Met Tower,9/24/25,0000,3.3,67.8,67,0,901.2
Stanford Met Tower,9/23/25,2345,3.3,71.2,57,0,901.7
Stanford Met Tower,9/23/25,2330,2.3,71.1,62,0,901.3
Stanford Met Tower,9/23/25,2315,3.4,71.7,58,0,902.1
Stanford Met Tower,9/23/25,2300,4.8,70.1,61,0,902
Stanford Met Tower,9/23/25,2245,5.1,68.8,66,0,902.8
Stanford Met Tower,9/23/25,2230,5.6,68.5,68,0,903.1
Stanford Met Tower,9/23/25,2215,2.3,68.4,72,0,903.6
Stanford Met Tower,9/23/25,2200,3.4,69.6,68,0,903.9
Stanford Met Tower,9/23/25,2145,4.6,70.3,69,0,904.5
Stanford Met Tower,9/23/25,2130,2,71.7,63,0,905
Stanford Met Tower,9/23/25,2115,1.6,73.1,61,0,904.9
Stanford Met Tower,9/23/25,2100,2.8,73.4,59,0,905.1
Stanford Met Tower,9/23/25,2045,1.6,76,54,0,906.2
Stanford Met Tower,9/23/25,2030,3,77.8,51,0,906.7
Stanford Met Tower,9/23/25,2015,2.5,78.2,51,0,907.5
Stanford Met Tower,9/23/25,2000,2.7,78.6,48,0,907.8
Stanford Met Tower,9/23/25,1945,2.6,79.6,47,0,908.6
Stanford Met Tower,9/23/25,1930,2,84.2,37,0,908.9
Stanford Met Tower,9/23/25,1915,5,86.1,34,4,909.8
Stanford Met Tower,9/23/25,1900,2.7,86.3,36,11,910.8
Stanford Met Tower,9/23/25,1845,2.8,88.1,34,43,911.6
Stanford Met Tower,9/23/25,1830,3.2,89.2,33,88,912.2
Stanford Met Tower,9/23/25,1815,4.6,90.2,32,133,913.9
Stanford Met Tower,9/23/25,1800,5.1,92.1,30,178,914.8
Stanford Met Tower,9/23/25,1745,4.6,93.2,30,227,915
Stanford Met Tower,9/23/25,1730,5.1,93.6,28,276,914.9
Stanford Met Tower,9/23/25,1715,6.5,93.6,25,325,916
Stanford Met Tower,9/23/25,1700,4.7,93.6,27,375,916.4
Stanford Met Tower,9/23/25,1645,5.7,93.5,25,422,917
Stanford Met Tower,9/23/25,1630,4.6,93.7,26,468,917.4
Stanford Met Tower,9/23/25,1615,4.4,93.7,25,512,918
Stanford Met Tower,9/23/25,1600,5.8,93.2,24,553,918.2
Stanford Met Tower,9/23/25,1545,5.4,93,24,592,918.8
Stanford Met Tower,9/23/25,1530,4.6,92.8,25,630,919.3
Stanford Met Tower,9/23/25,1515,3.7,92.8,25,662,920.5
Stanford Met Tower,9/23/25,1500,4.1,92.3,27,692,921.2
Stanford Met Tower,9/23/25,1445,5,92.2,27,720,921.6
Stanford Met Tower,9/23/25,1430,4.2,91.8,27,742,922.5
Stanford Met Tower,9/23/25,1415,3.7,91.7,30,758,922.8
Stanford Met Tower,9/23/25,1400,2.4,92.6,33,772,922.4
Stanford Met Tower,9/23/25,1345,3.6,89.9,31,783,921.4
Stanford Met Tower,9/23/25,1330,3.2,90.6,33,789,920.9
Stanford Met Tower,9/23/25,1315,3.9,88.3,44,790,920.2
Stanford Met Tower,9/23/25,1300,2.9,88.1,40,791,919.3
Stanford Met Tower,9/23/25,1245,3.1,86.7,39,785,919
Stanford Met Tower,9/23/25,1230,3.1,86.7,42,776,917.5
Stanford Met Tower,9/23/25,1215,3.2,86.8,39,763,916.7
Stanford Met Tower,9/23/25,1200,2.1,86.5,38,748,915.8
Stanford Met Tower,9/23/25,1145,2.7,85,37,728,915
Stanford Met Tower,9/23/25,1130,2.8,83.6,44,706,913.3
Stanford Met Tower,9/23/25,1115,2.1,82.1,46,678,912.3
Stanford Met Tower,9/23/25,1100,1.7,80.6,48,647,910.7
Stanford Met Tower,9/23/25,1045,1.7,80.1,49,612,909
Stanford Met Tower,9/23/25,1030,1.9,77.9,51,574,907
Stanford Met Tower,9/23/25,1015,1.9,76.2,57,536,905.2
Stanford Met Tower,9/23/25,1000,1.8,75.7,56,494,902.5
Stanford Met Tower,9/23/25,0945,1.5,73.9,59,451,899.8
Stanford Met Tower,9/23/25,0930,2.2,72.9,61,406,896.3
Stanford Met Tower,9/23/25,0915,1.7,71.7,64,360,895.3
Stanford Met Tower,9/23/25,0900,0.4,69.3,70,312,894.9
Stanford Met Tower,9/23/25,0845,0.7,66.2,76,264,894.4
Stanford Met Tower,9/23/25,0830,2.5,63.3,73,187,893.7
Stanford Met Tower,9/23/25,0815,3.7,61.8,73,36,893
Stanford Met Tower,9/23/25,0800,2.7,59.5,78,32,892.8
Stanford Met Tower,9/23/25,0745,4.3,57.3,84,32,892.4
Stanford Met Tower,9/23/25,0730,3.2,56.2,85,33,892.1
Stanford Met Tower,9/23/25,0715,4,55.5,86,11,891.9
Stanford Met Tower,9/23/25,0700,3.4,55.3,86,3,892.1
Stanford Met Tower,9/23/25,0645,2.7,55.5,86,0,892
Stanford Met Tower,9/23/25,0630,2.7,55.6,86,0,892
Stanford Met Tower,9/23/25,0615,4.7,56.2,84,0,891.9
Stanford Met Tower,9/23/25,0600,5.3,56,84,0,892.1
Stanford Met Tower,9/23/25,0545,3.6,56,85,0,892.3
Stanford Met Tower,9/23/25,0530,4,56.4,84,0,892.7
Stanford Met Tower,9/23/25,0515,3.2,57,83,0,892.4
Stanford Met Tower,9/23/25,0500,3.6,56.6,83,0,892.2
Stanford Met Tower,9/23/25,0445,3.3,57.1,82,0,893.1
Stanford Met Tower,9/23/25,0430,4.6,57.2,83,0,892.8
Stanford Met Tower,9/23/25,0415,4,57.3,82,0,893.1
Stanford Met Tower,9/23/25,0400,4.8,57.7,82,0,893.4
Stanford Met Tower,9/23/25,0345,3.5,58,82,0,893.6
Stanford Met Tower,9/23/25,0330,5.4,58.3,80,0,893.8
Stanford Met Tower,9/23/25,0315,5.2,58.3,81,0,893.7
Stanford Met Tower,9/23/25,0300,6.2,58.9,79,0,894.1
Stanford Met Tower,9/23/25,0245,6.2,59.3,79,0,894
Stanford Met Tower,9/23/25,0230,4.4,59.2,80,0,894.4
Stanford Met Tower,9/23/25,0215,4.3,58.2,84,0,895.1
Stanford Met Tower,9/23/25,0200,3.2,59.1,80,0,895
Stanford Met Tower,9/23/25,0145,4.2,59.4,81,0,895.4
Stanford Met Tower,9/23/25,0130,3.6,58.8,84,0,895.4
Stanford Met Tower,9/23/25,0115,4.4,59.7,83,0,895.6
Stanford Met Tower,9/23/25,0100,5,59.8,84,0,895.9
Stanford Met Tower,9/23/25,0045,4.6,60.2,84,0,896
Stanford Met Tower,9/23/25,0030,4.1,60.4,83,0,896.4
Stanford Met Tower,9/23/25,0015,5.1,60.4,85,0,896.6
Stanford Met Tower,9/23/25,0000,4.6,59.9,88,0,897.1
Stanford Met Tower,9/22/25,2345,2.9,60.4,88,0,896.9
Stanford Met Tower,9/22/25,2330,2.9,60.4,88,0,897.6
Stanford Met Tower,9/22/25,2315,1.7,61,88,0,897.8
Stanford Met Tower,9/22/25,2300,1.3,61.6,86,0,898
Stanford Met Tower,9/22/25,2245,1.8,62.1,86,0,898.4
Stanford Met Tower,9/22/25,2230,3.1,62.5,85,0,898.7
Stanford Met Tower,9/22/25,2215,2.1,62.6,86,0,898.9
Stanford Met Tower,9/22/25,2200,1.7,63.5,83,0,899.1
Stanford Met Tower,9/22/25,2145,1.4,63.6,83,0,899.7
Stanford Met Tower,9/22/25,2130,2.2,63.9,81,0,899.9
Stanford Met Tower,9/22/25,2115,2.9,64.5,80,0,900.2
Stanford Met Tower,9/22/25,2100,1.1,65.1,79,0,900.6
Stanford Met Tower,9/22/25,2045,0.8,66.3,76,0,900.9
Stanford Met Tower,9/22/25,2030,1.3,67.5,72,0,901.4
Stanford Met Tower,9/22/25,2015,2.6,68.6,70,0,901.8
Stanford Met Tower,9/22/25,2000,3,69.2,70,0,902.2
Stanford Met Tower,9/22/25,1945,2.9,69.9,69,0,902.3
Stanford Met Tower,9/22/25,1930,2.4,70.8,69,1,903.3
Stanford Met Tower,9/22/25,1915,3.9,72.1,68,4,903.6
Stanford Met Tower,9/22/25,1900,3.8,73.1,66,11,904.4
Stanford Met Tower,9/22/25,1845,3.6,74.7,63,47,905.1
Stanford Met Tower,9/22/25,1830,3.8,76.6,59,94,906
Stanford Met Tower,9/22/25,1815,4,78.1,58,140,906.5
Stanford Met Tower,9/22/25,1800,4.3,79.5,54,187,907.4
Stanford Met Tower,9/22/25,1745,3.2,80.8,50,236,908.1
Stanford Met Tower,9/22/25,1730,4.2,81.2,48,285,909.2
Stanford Met Tower,9/22/25,1715,4.6,82.3,48,335,909.7
Stanford Met Tower,9/22/25,1700,4.8,82.2,48,383,910.7
Stanford Met Tower,9/22/25,1645,5.4,82.5,48,431,912.2
Stanford Met Tower,9/22/25,1630,6.3,82.8,47,477,912.9
Stanford Met Tower,9/22/25,1615,5.4,83.2,47,523,914
Stanford Met Tower,9/22/25,1600,6.1,83.4,45,565,914.4
Stanford Met Tower,9/22/25,1545,5.9,84.3,44,605,914.9
Stanford Met Tower,9/22/25,1530,4.5,85.7,40,642,915.3
Stanford Met Tower,9/22/25,1515,4.3,85.4,39,673,916.1
Stanford Met Tower,9/22/25,1500,4.5,84.9,39,702,916.9
Stanford Met Tower,9/22/25,1445,4.5,85.3,41,726,918.3
Stanford Met Tower,9/22/25,1430,3.8,83.9,46,749,919.4
Stanford Met Tower,9/22/25,1415,5,83.4,43,768,919.5
Stanford Met Tower,9/22/25,1400,4.9,83.2,45,782,919.4
Stanford Met Tower,9/22/25,1345,4.5,83,46,792,919.3
Stanford Met Tower,9/22/25,1330,2.8,83.2,42,801,919
Stanford Met Tower,9/22/25,1315,2.6,83.7,41,802,917.7
Stanford Met Tower,9/22/25,1300,3,81.9,44,802,917.4
Stanford Met Tower,9/22/25,1245,2.7,82.8,41,797,915.9
Stanford Met Tower,9/22/25,1230,2.3,81.2,44,787,915.4
Stanford Met Tower,9/22/25,1215,2.7,79.4,48,775,914.7
Stanford Met Tower,9/22/25,1200,2.1,78.8,50,759,913.8
Stanford Met Tower,9/22/25,1145,2.1,77.2,52,740,912.5
Stanford Met Tower,9/22/25,1130,1.4,75.6,54,717,911.9
Stanford Met Tower,9/22/25,1115,2.3,73.7,58,688,910.7
Stanford Met Tower,9/22/25,1100,3,72.3,62,656,909.7
Stanford Met Tower,9/22/25,1045,1.9,71.4,63,622,908.5
Stanford Met Tower,9/22/25,1030,1.9,70.5,69,586,906.4
Stanford Met Tower,9/22/25,1015,1.4,69.8,71,547,904.6
Stanford Met Tower,9/22/25,1000,1.7,69.2,71,506,902.7
Stanford Met Tower,9/22/25,0945,1.9,68.5,73,462,899.9
Stanford Met Tower,9/22/25,0930,1.1,67.7,73,416,897.2
Stanford Met Tower,9/22/25,0915,1,65.8,80,366,896
Stanford Met Tower,9/22/25,0900,1.7,63.7,85,317,894.7
Stanford Met Tower,9/22/25,0845,1.3,62.1,92,269,894
Stanford Met Tower,9/22/25,0830,0.2,58.8,94,187,894
Stanford Met Tower,9/22/25,0815,1.4,57.2,95,61,893.2
Stanford Met Tower,9/22/25,0800,2.2,55.3,96,36,892.3
Stanford Met Tower,9/22/25,0745,3.1,53.9,96,49,892.4
Stanford Met Tower,9/22/25,0730,3.1,52.6,95,43,892.4
Stanford Met Tower,9/22/25,0715,2.3,52.3,95,14,892.7
Stanford Met Tower,9/22/25,0700,2.3,52.8,95,3,891.7
Stanford Met Tower,9/22/25,0645,2,53.6,95,0,892.5
Stanford Met Tower,9/22/25,0630,3.1,53.2,95,0,891.9
Stanford Met Tower,9/22/25,0615,3.7,53.2,95,0,892.7
Stanford Met Tower,9/22/25,0600,4.1,53.2,94,0,892.5
Stanford Met Tower,9/22/25,0545,3.4,53.5,94,0,892.7
Stanford Met Tower,9/22/25,0530,2.9,54.3,93,0,893.2
Stanford Met Tower,9/22/25,0515,4.2,54.9,94,0,892.7
Stanford Met Tower,9/22/25,0500,3.9,54.9,93,0,893.7
Stanford Met Tower,9/22/25,0445,3.8,54.8,93,0,892.7
Stanford Met Tower,9/22/25,0430,2.7,55,93,0,893
Stanford Met Tower,9/22/25,0415,4.5,55.3,92,0,892.8
Stanford Met Tower,9/22/25,0400,5.8,55.3,91,0,893.3
Stanford Met Tower,9/22/25,0345,5.4,55.5,92,0,892.9
Stanford Met Tower,9/22/25,0330,4.4,55.6,92,0,893.6
Stanford Met Tower,9/22/25,0315,5,56,91,0,894.1
Stanford Met Tower,9/22/25,0300,4.8,56.3,91,0,894.1
Stanford Met Tower,9/22/25,0245,5.2,56.4,93,0,894.2
Stanford Met Tower,9/22/25,0230,3.7,55.7,94,0,894.4
Stanford Met Tower,9/22/25,0215,3.1,55.6,94,0,894.8
Stanford Met Tower,9/22/25,0200,1.4,56,92,0,895.2
Stanford Met Tower,9/22/25,0145,1.6,56.5,92,0,895
Stanford Met Tower,9/22/25,0130,3,56.8,92,0,895.6
Stanford Met Tower,9/22/25,0115,3.3,57.2,91,0,896.2
Stanford Met Tower,9/22/25,0100,2.6,57.9,91,0,895.8
Stanford Met Tower,9/22/25,0045,3,58.4,90,0,896.2
Stanford Met Tower,9/22/25,0030,4.5,58.7,89,0,896.1
Stanford Met Tower,9/22/25,0015,5.9,59.1,90,0,896.6
Stanford Met Tower,9/22/25,0000,4.8,59.1,92,0,896.8
Stanford Met Tower,9/21/25,2345,4.3,59.4,91,0,896.9
Stanford Met Tower,9/21/25,2330,4,59.2,91,0,897.2
Stanford Met Tower,9/21/25,2315,2.6,59.1,91,0,897.7
Stanford Met Tower,9/21/25,2300,2.6,60,90,0,898
Stanford Met Tower,9/21/25,2245,1.6,60.4,88,0,898.2
Stanford Met Tower,9/21/25,2230,1.7,60.9,88,0,898.7
Stanford Met Tower,9/21/25,2215,3.1,61.6,86,0,899.4
Stanford Met Tower,9/21/25,2200,1.9,62.6,84,0,899.8
Stanford Met Tower,9/21/25,2145,2.2,63.4,80,0,900.5
Stanford Met Tower,9/21/25,2130,1.9,63.8,78,0,900.7
Stanford Met Tower,9/21/25,2115,2.8,64.8,75,0,901
Stanford Met Tower,9/21/25,2100,3.3,65.2,75,0,900.7
Stanford Met Tower,9/21/25,2045,3.6,65.1,76,0,901.8
Stanford Met Tower,9/21/25,2030,2.3,65.7,83,0,901.3
Stanford Met Tower,9/21/25,2015,1,65.9,80,0,902
Stanford Met Tower,9/21/25,2000,1.5,67,75,0,902.5
Stanford Met Tower,9/21/25,1945,2.3,67.8,76,0,903.4
Stanford Met Tower,9/21/25,1930,2.5,69,78,1,903.5
Stanford Met Tower,9/21/25,1915,2.3,70.3,74,5,903.9
Stanford Met Tower,9/21/25,1900,3.8,71.9,69,14,904.1
Stanford Met Tower,9/21/25,1845,2.6,73.4,65,55,904
Stanford Met Tower,9/21/25,1830,2.7,73.5,65,104,904.6
Stanford Met Tower,9/21/25,1815,2.5,73.8,63,148,905.1
Stanford Met Tower,9/21/25,1800,2.4,74.2,62,194,905.5
Stanford Met Tower,9/21/25,1745,3.3,74.1,62,241,906
Stanford Met Tower,9/21/25,1730,4.9,74.1,62,289,906.8
Stanford Met Tower,9/21/25,1715,3.8,75.2,62,339,907.7
Stanford Met Tower,9/21/25,1700,4,75.4,62,384,908.4
Stanford Met Tower,9/21/25,1645,3.7,75.6,62,431,909
Stanford Met Tower,9/21/25,1630,4.3,76.1,64,476,908.8
Stanford Met Tower,9/21/25,1615,3.7,75.2,63,519,909.4
Stanford Met Tower,9/21/25,1600,4.2,74.1,66,558,909.3
Stanford Met Tower,9/21/25,1545,5.4,73,65,595,910.1
Stanford Met Tower,9/21/25,1530,6,73,67,631,910.4
Stanford Met Tower,9/21/25,1515,4.3,73.2,67,662,911.2
Stanford Met Tower,9/21/25,1500,5.9,73,67,689,912.5
Stanford Met Tower,9/21/25,1445,5.5,73.2,65,715,913.9
Stanford Met Tower,9/21/25,1430,7.6,71.6,68,736,915.4
Stanford Met Tower,9/21/25,1415,6.4,71.8,68,754,916.1
Stanford Met Tower,9/21/25,1400,7.9,71.9,68,768,916.1
Stanford Met Tower,9/21/25,1345,6.2,72.6,67,779,916.6
Stanford Met Tower,9/21/25,1330,4.6,73.1,66,787,916.4
Stanford Met Tower,9/21/25,1315,4.5,74.3,65,789,915.6
Stanford Met Tower,9/21/25,1300,3.6,73,69,788,915.4
Stanford Met Tower,9/21/25,1245,2.8,71.5,70,783,914.5
Stanford Met Tower,9/21/25,1230,3.7,70.6,74,772,913.5
Stanford Met Tower,9/21/25,1215,3.9,70.8,70,759,912.6
Stanford Met Tower,9/21/25,1200,4.5,69.7,72,742,913
Stanford Met Tower,9/21/25,1145,5.5,69.5,73,722,912.3
Stanford Met Tower,9/21/25,1130,3.2,70.1,74,698,911.3
Stanford Met Tower,9/21/25,1115,3,69.1,73,692,910.3
Stanford Met Tower,9/21/25,1100,2,68.1,73,671,908.6
Stanford Met Tower,9/21/25,1045,3.1,67.6,77,527,906.6
Stanford Met Tower,9/21/25,1030,3.1,65.8,79,529,905
Stanford Met Tower,9/21/25,1015,2.1,64.5,83,319,903.6
Stanford Met Tower,9/21/25,1000,2.5,63.7,85,258,902.9
Stanford Met Tower,9/21/25,0945,2.1,63.1,86,157,902
Stanford Met Tower,9/21/25,0930,2.3,63,88,126,901.7
Stanford Met Tower,9/21/25,0915,3.6,62.5,89,85,901.4
Stanford Met Tower,9/21/25,0900,3.7,62.6,89,82,900.9
Stanford Met Tower,9/21/25,0845,0.8,62.9,90,97,900.7
Stanford Met Tower,9/21/25,0830,1.1,62.5,91,94,900
Stanford Met Tower,9/21/25,0815,0.8,62,91,65,899.6
Stanford Met Tower,9/21/25,0800,0.9,61.2,92,50,899.3
Stanford Met Tower,9/21/25,0745,0.5,60.4,92,33,898.7
Stanford Met Tower,9/21/25,0730,2.2,59.9,93,20,898.1
Stanford Met Tower,9/21/25,0715,4.5,59.8,93,7,898.1
Stanford Met Tower,9/21/25,0700,2.2,59,95,2,898.2
Stanford Met Tower,9/21/25,0645,2.5,58.6,95,0,897.6
Stanford Met Tower,9/21/25,0630,2.3,58.3,96,0,897.4
Stanford Met Tower,9/21/25,0615,1.7,58,96,0,897.2
Stanford Met Tower,9/21/25,0600,2.3,57.6,96,0,896.6
Stanford Met Tower,9/21/25,0545,2.2,57.3,96,0,896.6
Stanford Met Tower,9/21/25,0530,1.9,57.2,96,0,896.6
Stanford Met Tower,9/21/25,0515,1.8,57.2,96,0,896.7
Stanford Met Tower,9/21/25,0500,2.1,57.6,95,0,896.6
Stanford Met Tower,9/21/25,0445,2.3,57.5,95,0,896.7
Stanford Met Tower,9/21/25,0430,3.9,57.7,95,0,896.8
Stanford Met Tower,9/21/25,0415,3.3,57.7,94,0,897.4
Stanford Met Tower,9/21/25,0400,1.4,58.4,95,0,896.8
Stanford Met Tower,9/21/25,0345,3.4,58.3,94,0,897.4
Stanford Met Tower,9/21/25,0330,2.7,58.6,93,0,897.6
Stanford Met Tower,9/21/25,0315,2.4,59.6,94,0,897.4
Stanford Met Tower,9/21/25,0300,3.1,58.6,92,0,897.4
Stanford Met Tower,9/21/25,0245,4.3,59.6,92,0,898
Stanford Met Tower,9/21/25,0230,1.8,59.7,92,0,898.1
Stanford Met Tower,9/21/25,0215,2.6,59.7,92,0,898.7
Stanford Met Tower,9/21/25,0200,1.8,59.5,91,0,898.8
Stanford Met Tower,9/21/25,0145,0.8,59.8,90,0,898.3
Stanford Met Tower,9/21/25,0130,3.2,60,90,0,899
Stanford Met Tower,9/21/25,0115,4.2,60.5,89,0,898.9
Stanford Met Tower,9/21/25,0100,4.6,60.5,90,0,899.4
Stanford Met Tower,9/21/25,0045,3.6,60.6,90,0,899.5
Stanford Met Tower,9/21/25,0030,4.8,61,90,0,899.8
Stanford Met Tower,9/21/25,0015,4.1,60.9,91,0,900.4
Stanford Met Tower,9/21/25,0000,1.9,61,91,0,900.4
Stanford Met Tower,9/20/25,2345,2.7,61,92,0,901.1
Stanford Met Tower,9/20/25,2330,2.8,61.1,92,0,901.4
Stanford Met Tower,9/20/25,2315,1.3,61.4,91,0,901.4
Stanford Met Tower,9/20/25,2300,1.8,61.5,91,0,901.5
Stanford Met Tower,9/20/25,2245,2.3,61.7,91,0,901.9
Stanford Met Tower,9/20/25,2230,1.8,61.8,90,0,901.8
Stanford Met Tower,9/20/25,2215,1.5,62,89,0,902.1
Stanford Met Tower,9/20/25,2200,1.4,62.6,86,0,902.7
Stanford Met Tower,9/20/25,2145,1,63.4,85,0,903.2
Stanford Met Tower,9/20/25,2130,0.1,63.8,82,0,903.5
Stanford Met Tower,9/20/25,2115,0.5,64.8,78,0,903.6
Stanford Met Tower,9/20/25,2100,2.1,65.6,75,0,903.8
Stanford Met Tower,9/20/25,2045,1.9,66,75,0,904
Stanford Met Tower,9/20/25,2030,1.7,66.4,75,0,904.4
Stanford Met Tower,9/20/25,2015,3,66.8,74,0,904.8
Stanford Met Tower,9/20/25,2000,3.1,67.5,73,0,905.2
Stanford Met Tower,9/20/25,1945,2.1,68.1,71,0,905.7
Stanford Met Tower,9/20/25,1930,2.6,68.6,70,1,906
Stanford Met Tower,9/20/25,1915,4.4,69.7,69,5,906.6
Stanford Met Tower,9/20/25,1900,4.9,70.8,67,17,907.1
Stanford Met Tower,9/20/25,1845,4.5,72.2,65,52,907.5
Stanford Met Tower,9/20/25,1830,3.2,74.1,62,96,907.8
Stanford Met Tower,9/20/25,1815,4.1,74.6,59,140,908.4
Stanford Met Tower,9/20/25,1800,4.6,74.8,60,189,909.2
Stanford Met Tower,9/20/25,1745,5.4,75.9,61,237,909.4
Stanford Met Tower,9/20/25,1730,5.6,76.4,59,287,910.8
Stanford Met Tower,9/20/25,1715,6,76.4,59,336,911.3
Stanford Met Tower,9/20/25,1700,5.3,77.8,56,382,911.6
Stanford Met Tower,9/20/25,1645,5.3,76.9,58,428,912
Stanford Met Tower,9/20/25,1630,5,76.5,59,472,912.7
Stanford Met Tower,9/20/25,1615,5.8,76.4,58,512,913.1
Stanford Met Tower,9/20/25,1600,6.5,76.9,60,552,912.8
Stanford Met Tower,9/20/25,1545,6.9,77.6,58,589,913.5
Stanford Met Tower,9/20/25,1530,5.5,76.9,58,626,914.5
Stanford Met Tower,9/20/25,1515,4.9,76.9,59,658,914.8
